,id,item_number,description,vendor_name,stock_units,inventory_value,unit_cost,del_time,order_frequency_days,qty_unit_cd,inv_class_cd,service_level,purchasing_method,min,max,comment,movement_last_year,usage_last_year,movement_two_year,usage_two_year,movement_three_year,usage_three_year
1174,18060,K8833,Washer  Flat,,375.0000,0.000000,0.00,21,100.0,EA,BATCH,,,,,,3,16,4,6,5,6
1175,18091,BACN10YR3C,Nut,"The Boeing Comp, Spare Dist Cent",46.0000,0.000000,0.00,18,100.0,EA,BATCH,,,,,,11,45,12,71,3,1
1176,18095,BACR15GF6D7,Rivet,"The Boeing Comp, Spare Dist Cent",32.0000,16.000000,0.50,29,100.0,OZ,BATCH,,,,,,21,27,21,18,12,20
1177,18096,BACS12ER08K5,Screw,"The Boeing Comp, Spare Dist Cent",9.0000,18.000000,2.00,16,10.0,EA,BATCH,,,,,,3,8,9,23,2,28
1178,18101,BACW10BP7DP,Washer,,524.0000,0.000000,0.00,21,100.0,EA,BATCH,,,,,,4,16,9,20,12,24
1179,18110,BACB30NT3K4,Bolt,Boeing Distribution Services INC. (KLX),383.0000,1149.000000,3.00,13,10.0,EA,BATCH,,,,,,7,13,4,383,1,16
1180,18113,BACB30ZE4-6,BOLT,"The Boeing Comp, Spare Dist Cent",27.0000,54.000000,2.00,5,10.0,EA,BATCH,,min-max,1.0,1.0,,8,38,3,-33,8,171
1181,18123,BACJ40AB21-7,Jumper,,28.0000,42.000000,1.50,21,10.0,EA,BATCH,,,,,,7,7,2,2,3,4
1182,18151,M83248-1-139,O-Ring,"Boeing Distribution, Inc (Aviall)",29.0000,29.000000,1.00,188,10.0,EA,BATCH,,,,,,8,12,3,6,1,2
1183,18168,BACS12FA3K7,Screw,Wencor West,1494.0000,1494.000000,1.00,21,100.0,EA,BATCH,,,,,,14,804,14,1352,11,1189
1184,18170,BACS38W3,Strap (from SB-767-28A0085R5),Boeing Distribution Services INC. (KLX),157.0000,157.000000,1.00,21,10.0,EA,BATCH,,,,,,11,240,0,0,0,0
1185,18179,BT41-12,"Packing, preformed",Safran Landing Systems,28.0000,0.000000,0.00,129,100.0,EA,BATCH,,,,,,13,66,11,61,1,6
1186,18192,MS25083-7BC4,Jumper Assy,Boeing Distribution Services INC. (KLX),50.0000,250.000000,5.00,39,10.0,EA,BATCH,,,,,,1,2,3,1,5,5
1187,18200,BACB30NY6K5X,Bolt,"The Boeing Comp, Spare Dist Cent",63.0000,126.000000,2.00,10,10.0,EA,BATCH,,,,,,2,49,3,32,12,115
1188,18201,BACB30NY8K7,Bolt    Rudder Hinge.,"The Boeing Comp, Spare Dist Cent",9.0000,9.000000,1.00,9,10.0,EA,BATCH,,,,,,1,5,0,0,7,12
1189,18211,BACC63CC22-55P7,CONNECTO,"The Boeing Comp, Spare Dist Cent",2.0000,0.000000,0.00,12,10.0,EA,BATCH,,,,,,4,4,3,4,3,3
1190,18214,H602S125C353,Latch,"The Boeing Comp, Spare Dist Cent",3.0000,1941.000000,647.00,10,10.0,EA,BATCH,,,,,,1,-1,4,5,2,2
1191,18217,HL10VAZ5-2,Bolt,Boeing Distribution Services INC. (KLX),55.0000,110.000000,2.00,11,10.0,EA,BATCH,,,,,,4,67,2,25,2,15
1192,18222,KB27108,Seal    Ring,"American Airlines, Inc.",13.0000,195.000000,15.00,72,10.0,EA,BATCH,,,,,,7,11,7,18,3,6
1193,18230,LM522549-20629,"Cone, bearing",Goodrich Corporation,26.0000,0.000000,0.00,32,100.0,EA,BATCH,,min-max,20.0,50.0,,27,42,14,19,8,15
1194,18243,BACN10JR3CFM,NUTPLATE,"The Boeing Comp, Spare Dist Cent",105.0000,34.999650,0.33,9,10.0,EA,BATCH,,,,,,2,10,0,0,5,0
1195,18245,BACN11Z4CD,Nut,Boeing Distribution Services INC. (KLX),47.0000,23.500000,0.50,18,100.0,EA,BATCH,,,,,,8,19,9,14,17,17
1196,18264,BACB30US14-25M,Bolt,Adept Fasteners,10.0000,1700.000000,170.00,38,10.0,EA,BATCH,,min-max,5.0,10.0,,5,4,7,-4,11,8
1197,18273,M81969-14-03,Removal tool CIET16,Wencor West,53.0000,26.500000,0.50,21,100.0,EA,BATCH,,,,,,10,83,8,92,13,109
1198,18274,M83248-1-912,Packing,"Boeing Distribution, Inc (Aviall)",28.0000,0.000000,0.00,5,100.0,EA,BATCH,,,,,,15,31,12,24,11,30
1199,18286,BACN11G3A1CD,NUTPLATE,"The Boeing Comp, Spare Dist Cent",10.0000,0.000000,0.00,9,10.0,EA,BATCH,,,,,,12,8,6,0,5,12
1200,18293,BACT12AC49,Terminal,"The Boeing Comp, Spare Dist Cent",316.0000,0.000000,0.00,20,10.0,EA,BATCH,,,,,,8,15,7,5,2,110
1201,18309,BACP30F13,Pulley,Wencor West,16.0000,464.000000,29.00,13,10.0,EA,BATCH,,,,,,1,4,2,7,5,20
1202,18345,J082269-6,Ball Unit,"Boeing Distribution, Inc (Aviall)",16.0000,592.000000,37.00,16,10.0,EA,BATCH,,,,,,4,15,2,8,2,31
1203,18348,K8831,Washer  Flat,,300.0000,0.000000,0.00,21,100.0,EA,BATCH,,,,,,1,1,2,5,5,15
1204,18466,NAS1149C0563R,Washer,"The Boeing Comp, Spare Dist Cent",159.0000,0.000000,0.00,9,100.0,EA,BATCH,,,,,,3,68,2,5,2,2
1205,18467,NAS1149D0316K,Washer,"The Boeing Comp, Spare Dist Cent",3313.0000,0.000000,0.00,13,100.0,EA,BATCH,,,,,,27,95,22,95,14,74
1206,18479,MS20426AD4-5,Rivet,"The Boeing Comp, Spare Dist Cent",1661.0000,2491.500000,1.50,13,10.0,EA,BATCH,,,,,,4,155,6,465,10,2271
1207,18490,NAS1149C0632R,Washer,"Boeing Distribution, Inc (Aviall)",327.0000,0.000000,0.00,5,100.0,EA,BATCH,,,,,,1,10,6,7,8,13
1208,18493,NAS1739E5-3,Rivet,,228.0000,228.000000,1.00,21,10.0,EA,BATCH,,,,,,2,55,3,101,2,0
1209,18494,N140N2138-1,Pane Outer Passenger Window,Wencor West,5.0000,709.000000,141.80,38,10.0,EA,BATCH,,,,,,4,12,21,158,11,108
1210,18501,BACN10JC4C,Nut,"The Boeing Comp, Spare Dist Cent",269.0000,0.000000,0.00,5,100.0,EA,BATCH,,,,,,1,9,4,11,8,8
1211,18505,BACN10JC6CD,Nut,"The Boeing Comp, Spare Dist Cent",11.0000,44.000000,4.00,22,10.0,EA,BATCH,,,,,,2,2,5,8,3,5
1212,18520,BACS12HL3AH6,SCREW,"The Boeing Comp, Spare Dist Cent",11.0000,77.000000,7.00,30,10.0,EA,BATCH,,,,,,6,11,6,20,3,8
1213,18524,MS9201-16,Nut     L0ck,Boeing Distribution Services INC. (KLX),3.0000,87.000000,29.00,6,10.0,EA,BATCH,,min-max,2.0,2.0,Req Arnar Birgis,2,0,1,1,0,0
1214,18528,NAS1149D0416H,Washer,"The Boeing Comp, Spare Dist Cent",255.0000,0.000000,0.00,13,100.0,EA,BATCH,,,,,,15,64,33,430,33,165
1215,18533,NAS1612-12,Packing,"The Boeing Comp, Spare Dist Cent",38.0000,19.000000,0.50,64,100.0,EA,BATCH,,,,,737max partar,28,26,23,22,17,17
1216,18545,BACB30ZE4-10,BOLT,"The Boeing Comp, Spare Dist Cent",22.0000,66.000000,3.00,7,10.0,EA,BATCH,,min-max,15.0,30.0,MAX,13,40,0,0,2,0
1217,18552,BACN10KE3DCD,Nutplate,"The Boeing Comp, Spare Dist Cent",43.0000,172.000000,4.00,10,10.0,EA,BATCH,,,,,,4,8,5,8,6,5
1218,18553,M25988-2-036,Packing,"The Boeing Comp, Spare Dist Cent",3.0000,3.000000,1.00,7,10.0,EA,BATCH,,,,,,26,24,9,9,1,1
1219,18565,MS35338-43,Washer,Safran Landing Systems,623.0000,0.000000,0.00,37,100.0,EA,BATCH,,,,,,44,74,28,45,6,7
1220,18572,MS9245-23,"Pin     C0tter,Split",Wencor West,124.0000,0.000000,0.00,9,100.0,EA,BATCH,,,,,,7,46,8,194,11,119
1221,18575,NAS1149C0663R,Washer,Boeing Distribution Services INC. (KLX),391.0000,0.000000,0.00,13,100.0,EA,BATCH,,,,,,4,14,2,102,3,6
1222,18576,NAS1149F0316P,WASHER,"The Boeing Comp, Spare Dist Cent",96.0000,0.000000,0.00,4,10.0,EA,BATCH,,,,,,6,21,3,9,4,18
1223,18581,NAS1801-3-8,Screw,Boeing Distribution Services INC. (KLX),280.0000,0.000000,0.00,13,100.0,EA,BATCH,,,,,,10,201,14,274,18,401
1224,18606,NAS1803-3B4C,NUTPLATE,Boeing Distribution Services INC. (KLX),1.0000,0.000000,0.00,6,10.0,EA,BATCH,,,,,,4,44,2,0,2,50
1225,18612,MS25089-2CR,Switch,"The Boeing Comp, Spare Dist Cent",9.0000,99.000000,11.00,41,10.0,EA,BATCH,,,,,,1,1,3,17,3,9
1226,18619,BACR15GF6D8,Rivet,"The Boeing Comp, Spare Dist Cent",10.0000,30.000000,3.00,28,10.0,OZ,BATCH,,,,,,13,18,15,11,13,26
1227,18629,NAS1149FN816P,Washer,TurnTime (Telair Internationa),1848.0000,0.000000,0.00,151,100.0,EA,BATCH,,,,,,8,112,9,55,8,72
1228,18630,NAS1303-4,Bolt,"The Boeing Comp, Spare Dist Cent",174.0000,0.000000,0.00,8,100.0,EA,BATCH,,,,,,1,1,2,2,4,16
1229,18632,NAS1611-222A,Packing,"The Boeing Comp, Spare Dist Cent",76.0000,76.000000,1.00,3,10.0,EA,BATCH,,,,,,3,1,2,3,2,4
1230,18637,NAS514P1032-5,Screw,Wencor West,852.0000,0.000000,0.00,12,10.0,EA,BATCH,,,,,,1,150,2,650,5,600
1231,18639,BACP18BC03A10P,Pin,Boeing Distribution Services INC. (KLX),366.0000,0.000000,0.00,88,100.0,EA,BATCH,,,,,,19,247,23,78,23,71
1232,18642,NAS1611-111A,Packing,TUIfly Nordic,5.0000,2.500000,0.50,7,100.0,EA,BATCH,,,,,,9,10,3,3,7,5
1233,18644,NAS1801-04-8,Screw,Boeing Distribution Services INC. (KLX),630.0000,0.000000,0.00,45,100.0,EA,BATCH,,,,,,5,430,5,55,8,262
1234,18649,BACP18BC02A04P,Pin,"The Boeing Comp, Spare Dist Cent",41804.0000,41804.000000,1.00,34,10.0,EA,BATCH,,,,,,7,80,1,1000,8,537
1235,18654,BACR15BB6D7C,RIVET,Icelandair,32.0000,0.000000,0.00,9,10.0,OZ,BATCH,,,,,,5,1,3,0,0,0
1236,18656,BACR15FT6D9C,Rivet,,136.0000,136.000000,1.00,21,100.0,OZ,BATCH,,,,,,2,4,1,1,5,5
1237,18657,BACR15FV6KE4,Rivet,Icelandair,14.0000,28.000000,2.00,8,10.0,OZ,BATCH,,,,,,1,1,5,1,2,7
1238,18663,BACT12AC8,Terminal,Boeing Distribution Services INC. (KLX),119.0000,0.000000,0.00,11,100.0,EA,BATCH,,,,,,8,117,4,88,6,60
1239,18669,BACN10YD3G,Nutplate,Boeing Distribution Services INC. (KLX),98.0000,196.000000,2.00,10,100.0,EA,BATCH,,,,,,12,108,9,40,4,171
1240,18681,ML3071BPEGPL,Lamp,"Boeing Distribution, Inc (Aviall)",458.0000,229.000000,0.50,51,100.0,EA,BATCH,,,,,,7,150,7,311,4,650
1241,18686,MS21913V4P,PLUG,Wencor West,15.0000,75.000000,5.00,22,10.0,EA,BATCH,,,,,,1,4,3,24,3,20
1242,18689,MS28782-19,Ring,"The Boeing Comp, Spare Dist Cent",145.0000,145.000000,1.00,26,10.0,EA,BATCH,,min-max,4.0,4.0,,28,39,13,18,4,7
1243,18691,N5000-150H,Retaining ring,Safran Landing Systems,149.0000,74.500000,0.50,45,100.0,EA,BATCH,,min-max,100.0,400.0,6 STK Í BREMSU - Kaupa alternate partnúmerið MS16625-4150,31,190,7,42,1,6
1244,18693,NAS1149D0463H,Washer,"The Boeing Comp, Spare Dist Cent",673.0000,0.000000,0.00,13,100.0,EA,BATCH,,,,,,2,0,6,716,7,15
1245,18700,NAS1149CN832R,Washer,"The Boeing Comp, Spare Dist Cent",716.0000,0.000000,0.00,15,100.0,EA,BATCH,,,,,,1,40,11,596,12,544
1246,18706,NAS1805-14,NUT,Boeing Distribution Services INC. (KLX),8.0000,408.000000,51.00,11,10.0,EA,BATCH,,,,,,3,12,3,4,3,4
1247,18711,MS24693-C276,Screw,"Boeing Distribution, Inc (Aviall)",455.0000,0.000000,0.00,2,100.0,EA,BATCH,,,,,,4,4,3,13,1,1
1248,18714,BACN10KE3B3CD,Nut Plate,,15.0000,15.000000,1.00,21,10.0,EA,BATCH,,,,,,5,9,4,4,0,0
1249,18722,MS28775-143,Packing,,21.0000,0.000000,0.00,21,100.0,EA,BATCH,,,,,,1,1,5,8,6,5
1250,18724,MS9845-07,Pin     Straight,Rolls-Royce Aero Repair & Overhaul (UK),10.0000,160.000000,16.00,10,10.0,EA,BATCH,,,,,,1,1,4,3,2,3
1251,18727,NAS1149D0332K,Washer,"The Boeing Comp, Spare Dist Cent",3103.0000,0.000000,0.00,16,100.0,EA,BATCH,,,,,,34,1114,30,2214,31,1062
1252,18731,NAS1399MW6-5,Rivet,Icelandair,6.0000,18.000000,3.00,11,10.0,EA,BATCH,,,,,,1,3,3,7,8,7
1253,18765,BACS38K6,"Strap,Tie Strap",Boeing Distribution Services INC. (KLX),629.0000,314.500000,0.50,24,100.0,EA,BATCH,,,,,,5,31,20,732,11,470
1254,18774,BACS21EE5R,Stud,Boeing Distribution Services INC. (KLX),26.0000,26.000000,1.00,13,100.0,EA,BATCH,,,,,,4,9,1,4,5,11
1255,18781,BACW10P186CC,Washer,"The Boeing Comp, Spare Dist Cent",877.0000,0.000000,0.00,139,100.0,EA,BATCH,,,,,,8,24,7,68,11,177
1256,18795,BACN10HR4C,Nut,"The Boeing Comp, Spare Dist Cent",7.0000,7.000000,1.00,3,10.0,EA,BATCH,,,,,,6,12,2,1,0,0
1257,18801,BACR15GF6D9,Rivet,"The Boeing Comp, Spare Dist Cent",15.0000,52.500000,3.50,8,100.0,OZ,BATCH,,,,,,14,13,8,3,5,11
1258,18811,BACR15BA5AD6C,Rivet,"The Boeing Comp, Spare Dist Cent",6.0000,3.000000,0.50,39,100.0,OZ,BATCH,,,,,,3,4,3,3,6,16
1259,18817,BACR15FV6KE9,Rivet,"The Boeing Comp, Spare Dist Cent",25.0000,100.000000,4.00,5,10.0,OZ,BATCH,,,,,,1,-2,4,8,3,1
1260,18822,BACS53B1ES1,Stud,Boeing Distribution Services INC. (KLX),60.0000,280.000200,4.67,12,10.0,EA,BATCH,,,,,,12,131,10,70,4,34
1261,18829,BACN10YR08CD,Nut,"The Boeing Comp, Spare Dist Cent",34.0000,0.000000,0.00,22,100.0,EA,BATCH,,,,,,4,10,1,4,4,9
1262,18838,BACW10P356AL,Washer,Icelandair,606.0000,0.000000,0.00,0,10.0,EA,BATCH,,,,,,5,76,2,8,0,0
1263,18840,BHV7093L,"BATTERY, STÓR ( I VASALJOS ), VARTA D",Fossberg ehf.,350.0000,700.000000,2.00,9,100.0,EA,BATCH,,,,,,20,664,14,444,19,602
1264,18845,BACS38Y4,Stringer Clamp,"The Boeing Comp, Spare Dist Cent",12.0000,90.000000,7.50,21,10.0,EA,BATCH,,,,,,5,16,7,13,2,16
1265,18857,BACW10BP4DP,Washer,Qantas Engineering,1190.0000,0.000000,0.00,6,100.0,EA,BATCH,,,,,,13,79,14,25,13,17
1266,18873,BACJ40A21-6,Jumper,,64.0000,64.000000,1.00,21,100.0,EA,BATCH,,,,,,2,2,0,0,6,5
1267,18877,BACS38K1,Strap,Boeing Distribution Services INC. (KLX),366.0000,0.000000,0.00,13,100.0,EA,BATCH,,,,,,21,406,0,0,8,372
1268,18880,BACW10BP6DP,Washer,,788.0000,0.000000,0.00,21,100.0,EA,BATCH,,,,,,2,6,4,6,5,6
1269,18891,BRAYC0795,BRAYCO 795,Aerospheres (UK) Ltd.,819.0000,11466.000000,14.00,20,10.0,LI,BATCH,,,,,,3,13,10,30,8,17
1270,18903,BACR15GF6D4,Rivet,,11.0000,11.000000,1.00,21,100.0,OZ,BATCH,,,,,,5,4,5,3,4,2
1271,18904,BACS12FA3K9,Screw,Wencor West,3677.0000,3677.000000,1.00,47,100.0,EA,BATCH,,,,,,6,420,4,1302,8,1903
1272,18910,BACN10WM5,NUT,"The Boeing Comp, Spare Dist Cent",4.0000,0.000000,0.00,6,10.0,EA,BATCH,,,,,,2,7,1,2,5,25
1273,18911,BACN11G3B1CD,NUTPLATE,Boeing Distribution Services INC. (KLX),2.0000,0.000000,0.00,12,10.0,EA,BATCH,,,,,,3,2,1,-1,4,5
1274,18913,BACR15FT6D6C,Rivet,"The Boeing Comp, Spare Dist Cent",500.0000,500.000000,1.00,29,100.0,OZ,BATCH,,,,,,10,21,10,10,13,22
1275,18914,BACS12FA3K5,Screw,Wencor West,707.0000,707.000000,1.00,56,100.0,EA,BATCH,,,,,,11,383,8,1064,7,760
1276,18921,BMS3-35,CORROSION INHIBITOR COMPOUND,"Boeing Distribution, Inc (Aviall)",7.0000,1272.600000,181.80,35,10.0,EA,BATCH,,,,,"BMS3-35 er í dollu, alt. C0RBAN35AER0S0L er í spreybrúsa",11,17,16,26,34,58
1277,18925,CR3213-5-03,Rivet,"The Boeing Comp, Spare Dist Cent",165.0000,82.500000,0.50,13,100.0,EA,BATCH,,,,,,5,146,2,60,6,244
1278,18926,CR3213-4-02,Rivet,"Boeing Distribution, Inc (Aviall)",732.0000,13176.000000,18.00,23,100.0,EA,BATCH,,,,,,3,172,2,397,2,3
1279,18929,CTA-1160,Insert Removal Tool,"The Boeing Comp, Spare Dist Cent",0.0000,0.000000,7.00,6,10.0,EA,BATCH,,,,,,3,15,2,15,5,105
1280,18955,BACR15GF6D6,Rivet,Boeing Distribution Services INC. (KLX),18.0000,90.000000,5.00,16,10.0,OZ,BATCH,,,,,,21,24,18,16,20,44
1281,18957,BACS12HN3-6,Screw,"The Boeing Comp, Spare Dist Cent",132.0000,220.000440,1.67,17,10.0,EA,BATCH,,,,,,4,105,6,203,3,49
1282,18964,BACL20AE,Loop,"The Boeing Comp, Spare Dist Cent",2.0000,14.000000,7.00,12,10.0,EA,BATCH,,,,,,3,10,5,10,5,6
1283,18968,BACR13CF2A,Relay,"The Boeing Comp, Spare Dist Cent",10.0000,482.500000,48.25,103,10.0,EA,BATCH,,,,,,18,19,19,13,17,14
1284,18970,BACR15FV5KE5,Rivet,B/E Aerospace Cons Mng,4.0000,28.000000,7.00,7,10.0,OZ,BATCH,,,,,,3,1,7,4,5,7
1285,18976,BACW10X4,Washer,"The Boeing Comp, Spare Dist Cent",81.0000,0.000000,0.00,13,100.0,EA,BATCH,,,,,,11,83,19,150,33,378
1286,18982,BACS21EE7R,Stud,Boeing Distribution Services INC. (KLX),52.0000,104.000000,2.00,22,100.0,EA,BATCH,,,,,,4,17,5,16,6,37
1287,18983,BACS38P5,Support Attachment,"The Boeing Comp, Spare Dist Cent",71.0000,213.000000,3.00,28,10.0,EA,BATCH,,,,,,6,68,8,58,5,72
1288,18985,BACW10BP3CD,Washer,Boeing Distribution Services INC. (KLX),171.0000,0.000000,0.00,7,10.0,EA,BATCH,,,,,,12,9,0,0,3,3
1289,18994,C0TT0NPARTSBAG,Parts Bag 3x5 Inch,Ace Bag & Burlap Company Inc.,5500.0000,0.000000,0.00,19,100.0,EA,BATCH,,,,,,9,6000,13,7000,16,8500
1290,19002,BACJ40AB20-8,Jumper,Boeing Distribution Services INC. (KLX),9.0000,18.000000,2.00,13,10.0,EA,BATCH,,,,,,3,3,3,4,6,6
1291,19005,BACN10WM4,Nut,"The Boeing Comp, Spare Dist Cent",122.0000,0.000000,0.00,8,10.0,EA,BATCH,,,,,,2,2,2,4,3,10
1292,19006,BACN11AG08,Nutplate,"The Boeing Comp, Spare Dist Cent",1472.0000,368.000000,0.25,53,100.0,EA,BATCH,,,,,,1,1,4,704,3,812
1293,19031,BACN10YR3CD,Nut,"The Boeing Comp, Spare Dist Cent",38.0000,0.000000,0.00,42,100.0,EA,BATCH,,,,,,12,70,18,149,12,23
1294,19094,D75D30758-111,Shaft,"Yokohama Aerospace America, Inc.",6.0000,645.000000,107.50,41,10.0,EA,BATCH,,,,,,4,6,4,7,0,0
1295,19105,CR3212-5-03,Rivet,"The Boeing Comp, Spare Dist Cent",50.0000,25.000000,0.50,18,10.0,EA,BATCH,,,,,,5,277,2,5,1,-93
1296,19112,CS641-07,Oring,Satair A/S,24.0000,72.000000,3.00,38,10.0,EA,BATCH,,,,,,2,11,3,31,2,20
1297,19141,CASTR0LAER040,"Hyd. Fluid,  Yellow Qt","The Boeing Comp, Spare Dist Cent",32.0000,661.333440,20.67,27,10.0,QT,BATCH,,,,,,8,24,1,1,3,4
1298,19148,CS223-104,Connector,LEKI Aviation,10.0000,2250.000000,225.00,35,10.0,EA,BATCH,,,,,,7,7,6,9,7,8
1299,19158,C0RBAN23AER0S0L,CORROSION INHIBITOR - AEROSOL CAN,"Boeing Distribution, Inc (Aviall)",0.0000,0.000000,20.00,20,10.0,EA,BATCH,,,,,Aviall Pn. 100848=C0,10,11,20,23,13,28
1300,19174,E05802531511525,Velcro Hook 25mm Light Grey Adhesive,Velcro Europe S.A.,825.0000,825.000000,1.00,67,10.0,ME,BATCH,,,,,,11,235,5,131,5,225
1301,19189,HL70-8,Collar,"The Boeing Comp, Spare Dist Cent",31.0000,0.000000,0.00,144,10.0,EA,BATCH,,,,,,2,5,7,-36,8,132
1302,19193,F15T8WW,Lamp Fluor Lt Ay Galley,Wencor West,13.0000,39.000000,3.00,11,10.0,EA,BATCH,,,,,,3,4,3,10,3,10
1303,19199,FN12M02,Nut     -Self-Locking,Wencor West,1172.0000,2344.000000,2.00,16,100.0,EA,BATCH,,,,,,23,147,24,148,20,129
1304,19201,GA31502,"Plug, fuse",Safran Landing Systems,4.0000,0.000000,0.00,36,100.0,EA,BATCH,,,,,,5,17,3,9,0,0
1305,19225,FK20159,Washer,Rolls-Royce Aero Repair & Overhaul (UK),13.0000,195.000000,15.00,27,10.0,EA,BATCH,,min-max,1.0,1.0,,0,0,0,0,1,3
1306,19265,CTA-0165,CONTACT TUNING FORK,"The Boeing Comp, Spare Dist Cent",64.0000,192.000000,3.00,18,10.0,EA,BATCH,,,,,,2,17,3,2,6,10
1307,19272,EU45691,Washer  Adjusting Igniter Pl,Rolls-Royce Aero Repair & Overhaul (UK),22.0000,550.000000,25.00,25,10.0,EA,BATCH,,min-max,10.0,20.0,,1,1,0,0,1,1
1308,19276,EQ5F573-4002,Seal,Safran Landing Systems,25.0000,0.000000,0.00,40,100.0,EA,BATCH,,,,,,10,61,12,61,1,6
1309,19290,HT3V,Bearing,Wencor West,18.0000,948.000060,52.67,20,10.0,EA,BATCH,,,,,,2,7,9,33,3,1
1310,19308,J221P124,PACKING-PREFORMED,"The Boeing Comp, Spare Dist Cent",10.0000,60.000000,6.00,41,10.0,EA,BATCH,,,,,,23,22,35,36,15,13
1311,19313,KB27110,Seal    Ring,Rolls-Royce Aero Repair & Overhaul (UK),17.0000,238.000000,14.00,13,10.0,EA,BATCH,,,,,,6,14,8,21,4,8
1312,19343,BSH10280L,BRUSH   TIN HANDLE ACID BRUSH,"MSC Industrial Direct Co., Inc.",1136.0000,1136.000000,1.00,18,100.0,EA,BATCH,,,,,,7,1140,13,2296,11,1652
1313,19360,E01002531511525,Velcro Loop 25mm Light Grey Adhesive,Velcro Europe S.A.,461.0000,461.000000,1.00,247,100.0,ME,BATCH,,,,,,7,175,10,225,13,311
1314,19370,FW42465,Bush Guide Pin,Rolls-Royce Aero Repair & Overhaul (UK),29.0000,3422.000000,118.00,26,10.0,EA,BATCH,,min-max,16.0,16.0,,1,1,1,14,7,62
1315,19394,J221P908,PACKING PACKING-PREFORMED O-,"The Boeing Comp, Spare Dist Cent",11.0000,44.000000,4.00,5,10.0,EA,BATCH,,min-max,6.0,20.0,B 767 AOG,1,1,1,2,4,7
1316,19399,KB27130,"Seal    Sealing,T0rr0idal",Rolls-Royce Aero Repair & Overhaul (UK),10.0000,230.000000,23.00,20,10.0,EA,BATCH,,,,,,14,19,15,20,5,7
1317,19414,LM120710-20629,"CUP, Bearing",LEKI Aviation,3.0000,987.000000,329.00,112,10.0,EA,BATCH,,,,,,10,12,5,5,7,9
1318,19415,M224712-20629,"Cup, bearing",Safran Landing Systems,11.0000,0.000000,0.00,34,100.0,EA,BATCH,,,,,,9,10,3,4,3,6
1319,19421,MS20002-9,Washer,Safran Landing Systems,4.0000,0.000000,0.00,30,10.0,EA,BATCH,,,,,,3,36,4,48,1,12
1320,19446,CR3523-6-4,Rivet,Boeing Distribution Services INC. (KLX),68.0000,68.000000,1.00,49,100.0,EA,BATCH,,,,,,3,140,9,274,9,197
1321,19451,M31400,Electro Contact Cleaner,Iðnver,28.0000,560.000000,20.00,37,10.0,EA,BATCH,,,,,,36,53,27,43,23,35
1322,19452,M83248-2-908,Packing,"The Boeing Comp, Spare Dist Cent",60.0000,0.000000,0.00,8,10.0,EA,BATCH,,,,,,3,5,3,3,2,2
1323,19458,MS20995C41,Lockwire,"Boeing Distribution, Inc (Aviall)",5.0000,30.000000,6.00,12,10.0,RL,BATCH,,,,,,2,2,3,3,4,4
1324,19480,MS29526-2,Vent Cap,"The Boeing Comp, Spare Dist Cent",5.0000,1156.250000,231.25,51,10.0,EA,BATCH,,,,,,2,4,12,16,3,3
1325,19483,MS51957-46,Screw,"The Boeing Comp, Spare Dist Cent",180.0000,0.000000,0.00,12,10.0,EA,BATCH,,,,,,5,143,3,53,4,140
1326,19488,NAS1611-012,Packing,Delta TechOps,18.0000,0.000000,0.00,0,100.0,EA,BATCH,,,,,,2,3,4,4,3,4
1327,19499,NAS1611-214A,PACKING,"The Boeing Comp, Spare Dist Cent",130.0000,0.000000,0.00,15,10.0,EA,BATCH,,,,,,34,54,17,28,15,15
1328,19502,NAS42DD6-64FC,SPACER,Icelandair,160.0000,0.000000,0.00,0,100.0,EA,BATCH,,,,,,4,12,3,9,2,6
1329,19506,NAS620-4L,WASHER,"The Boeing Comp, Spare Dist Cent",50.0000,0.000000,0.00,10,10.0,EA,BATCH,,,,,,10,24,0,0,2,15
1330,19512,NSBT8N,Compound Never-Seez,"Boeing Distribution, Inc (Aviall)",14.0000,203.000000,14.50,22,10.0,EA,BATCH,,,,,,26,28,20,31,16,23
1331,19520,NAS1102-3-16,Screw,Boeing Distribution Services INC. (KLX),1346.0000,0.000000,0.00,17,100.0,EA,BATCH,,,,,,4,25,1,-181,2,200
1332,19524,NAS1739MW6-5,RIVET,"The Boeing Comp, Spare Dist Cent",101.0000,202.000000,2.00,18,10.0,EA,BATCH,,,,,,1,10,1,10,5,8
1333,19538,J1220G05,CLAMP - LOOP,"Proponent , INC. (Kapco)",20.0000,100.000000,5.00,12,10.0,EA,BATCH,,min-max,5.0,10.0,,0,0,0,0,0,0
1334,19566,MS9245-25,Pin,"Boeing Distribution, Inc (Aviall)",149.0000,0.000000,0.00,17,100.0,EA,BATCH,,,,,,41,521,12,149,11,214
1335,19579,NAS620C10L,Washer,,853.0000,0.000000,0.00,21,10.0,EA,BATCH,,,,,,6,19,1,1,3,8
1336,19585,P01074-101,"Life Vest,Adult/Child","Boeing Distribution, Inc (Aviall)",754.0000,38077.000000,50.50,31,10.0,EA,BATCH,,,,,Do not purchase if large stock U/S/in repair (see note),23,13,21,86,15,667
1337,19596,NAS1611-135A,O-Ring,B/E Aerospace,11.0000,66.000000,6.00,17,10.0,EA,BATCH,,,,,,4,10,3,9,3,1
1338,19615,P25000,Bearing,Wencor West,3.0000,523.500000,174.50,14,10.0,EA,BATCH,,,,,,3,5,3,5,7,24
