,item_number,consumption_date,qty
683,121-11534-1A,2021-01-14,1.0
684,150B,2021-01-14,2.0
685,1728B,2021-01-14,1.0
686,4907-52,2021-01-14,2.0
687,5100-137,2021-01-14,6.0
688,5113WW,2021-01-14,1.0
689,612V59-0010-2,2021-01-14,6.0
690,654T0035-23,2021-01-14,1.0
691,65-76765-10,2021-01-14,48.0
692,68-1119,2021-01-14,1.0
693,68-1569,2021-01-14,1.0
694,69494J910WE,2021-01-14,2.0
695,720752-14WE,2021-01-14,1.0
696,728873-1,2021-01-14,1.0
697,78-123,2021-01-14,0.0
698,78-129WE,2021-01-14,-29.0
699,81384-110,2021-01-14,2.0
700,81394-10,2021-01-14,2.0
701,81395-10,2021-01-14,2.0
702,829A9003-334,2021-01-14,5.0
703,9PR5,2021-01-14,1.0
704,A35788,2021-01-14,6.0
705,A35789,2021-01-14,6.0
706,A35793,2021-01-14,2.0
707,A35794,2021-01-14,2.0
708,ABS4063P,2021-01-14,2.0
709,AS3208-05,2021-01-14,1.0
710,ASG64,2021-01-14,1.0
711,BACB30LJ4-4,2021-01-14,1.0
712,BACJ40A20-5,2021-01-14,2.0
713,BACR15BA6D6C,2021-01-14,4.0
714,BK206278E0072,2021-01-14,12.0
715,BMS3-33,2021-01-14,10.0
716,FHR8-2,2021-01-14,6.0
717,GREASE33TUBE,2021-01-14,10.0
718,GTS345-905,2021-01-14,1.0
719,K8831,2021-01-14,3.0
720,KR0IL,2021-01-14,3.0
721,M81824-1-2,2021-01-14,40.0
722,MS25089-2CR,2021-01-14,6.0
723,MS29513-016,2021-01-14,1.0
724,MS29561-254,2021-01-14,1.0
725,N140N2138-1,2021-01-14,46.0
726,PLH354M,2021-01-14,6.0
727,PLT15IC,2021-01-14,200.0
728,PLT3IM,2021-01-14,400.0
729,TA025028-10,2021-01-14,-5.0
730,TA025028-16,2021-01-14,-5.0
731,1002BB7,2021-01-15,-2.0
732,10-1004-7,2021-01-15,1.0
733,1132,2021-01-15,3.0
734,185F88-6,2021-01-15,1.0
735,29675-20629,2021-01-15,1.0
736,29685-20629,2021-01-15,1.0
737,347K63-1,2021-01-15,1.0
738,425L,2021-01-15,3.0
739,4309197,2021-01-15,9.0
740,44066WE,2021-01-15,-6.0
741,4907-52,2021-01-15,-2.0
742,65-45792-7,2021-01-15,15.0
743,65C33095-5,2021-01-15,2.0
744,69494J910WE,2021-01-15,-2.0
745,720752-14WE,2021-01-15,-1.0
746,7586649,2021-01-15,-1.0
747,863045-09,2021-01-15,6.0
748,A1-26-0086-002,2021-01-15,-2.0
749,AS3209-009,2021-01-15,-1.0
750,BACB30NN3K5,2021-01-15,64.0
751,BACB30NN4K12,2021-01-15,4.0
752,BACJ40A21-6,2021-01-15,2.0
753,BACT12AC2,2021-01-15,56.0
754,BHV7091L,2021-01-15,200.0
755,BMS3-33,2021-01-15,4.0
756,ENV0TITE,2021-01-15,1000.0
757,G50075,2021-01-15,1.0
758,GAW1122029,2021-01-15,3.0
759,GREASE33TUBE,2021-01-15,4.0
760,GTS345-905,2021-01-15,-2.0
761,HCS2125,2021-01-15,10.0
762,HLX64621,2021-01-15,1.0
763,LM29700LA902A7,2021-01-15,1.0
764,MS25306-222,2021-01-15,1.0
765,PS870B2,2021-01-15,1.0
766,Q4559X,2021-01-15,1.0
767,RTV106,2021-01-15,1.0
768,3011,2021-01-16,20.0
769,387,2021-01-16,300.0
770,654T0035-14,2021-01-16,1.0
771,654T0035-21,2021-01-16,2.0
772,69494J910WE,2021-01-16,1.0
773,808492-1,2021-01-16,1.0
774,M83248-1-037,2021-01-16,1.0
775,MO-LITH-NO2,2021-01-16,1.0
776,R256,2021-01-16,25.0
777,285N0412-1,2021-01-17,1.0
778,11-10638,2021-01-18,1.0
779,1132,2021-01-18,3.0
780,123E1520,2021-01-18,100.0
781,1416086,2021-01-18,40.0
782,1A123-0093-5,2021-01-18,3.0
783,2233,2021-01-18,2.0
784,233T8308-7,2021-01-18,2.0
785,2793350-101,2021-01-18,1.0
786,2A083-0613-11,2021-01-18,-1.0
787,3011,2021-01-18,2.0
788,425L,2021-01-18,2.0
789,4670,2021-01-18,3.0
790,65C33095-5,2021-01-18,2.0
791,69-77135-1,2021-01-18,2.0
792,81384-110,2021-01-18,-2.0
793,81394-10,2021-01-18,-2.0
794,81395-10,2021-01-18,-2.0
795,AS3209-009,2021-01-18,-4.0
796,AS43013-154,2021-01-18,2.0
797,BACB30NX6K4X,2021-01-18,1.0
798,BACB30NX6K5X,2021-01-18,2.0
799,BACB30NX6K7X,2021-01-18,3.0
800,BACB30VF3K5,2021-01-18,12.0
801,BACC15AC3A,2021-01-18,50.0
802,BACN10JC08CD,2021-01-18,1.0
803,BACN11Z3CD,2021-01-18,26.0
804,BACR15FT6D6C,2021-01-18,3.0
805,BACW10X4,2021-01-18,2.0
806,C28-15,2021-01-18,20.0
807,CR3212-4-02,2021-01-18,10.0
808,CR3212-4-03,2021-01-18,10.0
809,ED101208SD,2021-01-18,1.0
810,FHR8-2,2021-01-18,-1.0
811,KB1087,2021-01-18,2.0
812,KEMA06595,2021-01-18,2.0
813,M83248-1-011,2021-01-18,-4.0
814,MARWEAR BLACK M,2021-01-18,10.0
815,MARWEAR BLACK XL,2021-01-18,20.0
816,MARWEAR BLACK XXL,2021-01-18,20.0
817,NAS1149DN832J,2021-01-18,1.0
818,NAS1611-111A,2021-01-18,-2.0
819,NAS1612-6A,2021-01-18,5.0
820,NAS679A3W,2021-01-18,3.0
821,NS202637-02,2021-01-18,6.0
822,PLT2MC,2021-01-18,100.0
823,PLT2MM,2021-01-18,100.0
824,PS870B2,2021-01-18,1.0
825,QA03963WE,2021-01-18,1.0
826,RBF9REDROLL6,2021-01-18,1.0
827,RSN62CD,2021-01-18,-7.0
828,RTV106,2021-01-18,1.0
829,TTN95TY2,2021-01-18,4.0
830,TURB0NYC0IL600,2021-01-18,24.0
831,10-60754-79,2021-01-19,18.0
832,10-61978BCTE,2021-01-19,1.0
833,107190,2021-01-19,20.0
834,222K83-1,2021-01-19,2.0
835,27684-20629,2021-01-19,2.0
836,29685-20629,2021-01-19,2.0
837,34265-8,2021-01-19,2.0
838,398FR,2021-01-19,1.0
839,42FLW720,2021-01-19,12.0
840,46365A87,2021-01-19,2.0
841,609850,2021-01-19,1.0
842,68-1448,2021-01-19,4.0
843,AGATL4269111176,2021-01-19,1.0
844,AS12801-149,2021-01-19,1.0
845,AS15001-1P,2021-01-19,3.0
846,AS43013-120,2021-01-19,2.0
847,AS43013-123,2021-01-19,2.0
848,BAC27NCT0176,2021-01-19,1.0
849,BAC27NCT0217,2021-01-19,1.0
850,BACB30NW6K5X,2021-01-19,15.0
851,BACB30NW6K6X,2021-01-19,15.0
852,BACB30NW6K7X,2021-01-19,15.0
853,BACB30NW6K8X,2021-01-19,15.0
854,BACB30NW8K10,2021-01-19,2.0
855,BACB30NW8K10X,2021-01-19,2.0
856,BACB30NW8K3X,2021-01-19,6.0
857,BACB30NW8K9X,2021-01-19,2.0
858,BACB30NX6K4X,2021-01-19,4.0
859,BACB30NX6K8X,2021-01-19,1.0
860,BACB30NX8K7,2021-01-19,1.0
861,BACC30AG6,2021-01-19,2.0
862,BACC30M8,2021-01-19,15.0
863,BACR15DR3AC3,2021-01-19,20.0
864,BACR15GF6D9,2021-01-19,4.0
865,BACT12AC2,2021-01-19,12.0
866,BMS10-79-TYPEII,2021-01-19,1.0
867,BMS5-63TY2CLB1-2,2021-01-19,2.0
868,CS641-07,2021-01-19,10.0
869,DAPC02200,2021-01-19,2.0
870,DC3145,2021-01-19,1.0
871,DC732CL,2021-01-19,1.0
872,GUYBLAST20-30,2021-01-19,25.0
873,KB27114,2021-01-19,2.0
874,KB27120,2021-01-19,2.0
875,KB27154,2021-01-19,2.0
876,KT43-1276,2021-01-19,3.0
877,LJ71748,2021-01-19,1.0
878,LJ75510,2021-01-19,1.0
879,LJ76102,2021-01-19,1.0
880,M0LYK0TED321R400,2021-01-19,2.0
881,MS21250-07016,2021-01-19,12.0
882,MS28778-6,2021-01-19,3.0
883,MS90362-3,2021-01-19,1.0
884,NAS549-10,2021-01-19,10.0
885,NAS620-4L,2021-01-19,12.0
886,NAS8702-2,2021-01-19,10.0
887,P629,2021-01-19,2.0
888,P629-3,2021-01-19,1.0
889,PLT4SC,2021-01-19,150.0
890,PMD5252562-01,2021-01-19,11.0
891,020-003-183,2021-01-20,1.0
892,1002BB7,2021-01-20,1.0
893,10-60754-1,2021-01-20,5.0
894,10-60754-79,2021-01-20,10.0
895,1111-0006-1,2021-01-20,0.0
896,1132,2021-01-20,2.0
897,121-11507-1D,2021-01-20,2.0
898,122-11124-1A,2021-01-20,1.0
899,123E1520,2021-01-20,100.0
900,132050180,2021-01-20,40.0
901,134-366-1,2021-01-20,1.0
902,149N6016-36,2021-01-20,2.0
903,16700,2021-01-20,4.0
904,20-520WA,2021-01-20,2.0
905,241076,2021-01-20,3.0
906,3-16SIFZ45PPIWFR,2021-01-20,1.0
907,33M100,2021-01-20,1.0
908,411N3210-90,2021-01-20,4.0
909,4208-100,2021-01-20,1.0
910,460-400,2021-01-20,6.0
911,46365A87,2021-01-20,4.0
912,47179,2021-01-20,1.0
913,504958,2021-01-20,1.0
914,53-224,2021-01-20,2.0
915,612753,2021-01-20,3.0
916,740001,2021-01-20,4.0
917,740007,2021-01-20,4.0
918,8636-40,2021-01-20,1.0
919,ADKB54T0035-7,2021-01-20,1.0
920,BACB30MY8K6,2021-01-20,1.0
921,BACB30NW6K3X,2021-01-20,20.0
922,BACB30NW6K5X,2021-01-20,18.0
923,BACB30NW6K6X,2021-01-20,10.0
924,BACB30NW6K6Y,2021-01-20,6.0
925,BACB30NW6K7X,2021-01-20,10.0
926,BACB30NW6K7Y,2021-01-20,14.0
927,BACB30NW8K6,2021-01-20,1.0
928,BACB30NW8K6X,2021-01-20,1.0
929,BACN10JR3F,2021-01-20,50.0
930,BACN10YR4CD,2021-01-20,3.0
931,BACR15GF6D6,2021-01-20,11.0
932,BACS12ER08K5,2021-01-20,16.0
933,BMS10-72,2021-01-20,1.0
934,BMS11-7,2021-01-20,16.0
935,BRH30C4D,2021-01-20,3.0
936,EA934NA,2021-01-20,1.0
937,ENV0TITE,2021-01-20,11.0
938,FHR8-2,2021-01-20,3.0
939,FW42465,2021-01-20,8.0
940,LK35445,2021-01-20,8.0
941,LK35446,2021-01-20,8.0
942,LK76708,2021-01-20,12.0
943,MS9245-25,2021-01-20,8.0
944,NAS1200M5-5P,2021-01-20,10.0
945,NAS1200M6-5P,2021-01-20,4.0
946,NAS1611-226,2021-01-20,2.0
947,NAS1611-228A,2021-01-20,2.0
948,NAS1611-231A,2021-01-20,2.0
949,NU20134,2021-01-20,1.0
950,PMD5252562-01,2021-01-20,11.0
951,PR1776MB2-60Z,2021-01-20,2.0
952,RTV157,2021-01-20,1.0
953,0A090-0649,2021-01-21,2.0
954,1002BB6,2021-01-21,1.0
955,10-60754-79,2021-01-21,-2.0
956,107175,2021-01-21,400.0
957,1691,2021-01-21,2.0
958,21180120A61,2021-01-21,2.0
959,31-5241-5,2021-01-21,1.0
960,411N3210-90,2021-01-21,4.0
961,414N3300-1C,2021-01-21,22.0
962,4150S,2021-01-21,1.0
963,4208-100,2021-01-21,-1.0
964,42FLW720,2021-01-21,48.0
965,460-400,2021-01-21,3.0
966,55-0073-5,2021-01-21,1.0
967,65-5930138,2021-01-21,11.0
968,65-5930150,2021-01-21,9.0
969,684-4-33,2021-01-21,2.0
970,740007,2021-01-21,-4.0
971,A900X,2021-01-21,3.0
972,AN960JD616,2021-01-21,-2.0
973,ARM877,2021-01-21,1.0
974,AS3582-140,2021-01-21,1.0
975,BAC1522398-7427,2021-01-21,20.0
976,BAC27NBY0069,2021-01-21,1.0
977,BAC707GRAY,2021-01-21,4.0
978,BACB30NW6K3X,2021-01-21,20.0
979,BACB30NW6K4X,2021-01-21,20.0
980,BACB30NW6K5Y,2021-01-21,15.0
981,BACB30NW6K6Y,2021-01-21,2.0
982,BACB30NX6K3X,2021-01-21,250.0
983,BACB30NX6K4X,2021-01-21,80.0
984,BACB30NZ6K6X,2021-01-21,5.0
985,BACC10DK4,2021-01-21,5.0
986,BACC10DK5,2021-01-21,5.0
987,BACC30M6,2021-01-21,255.0
988,BACC30R6,2021-01-21,50.0
989,BACN10YR4CD,2021-01-21,-2.0
990,BACW10UC10,2021-01-21,5.0
991,BHV7091L,2021-01-21,200.0
992,BRH30C4D,2021-01-21,-2.0
993,BSH10285D,2021-01-21,144.0
994,C0TT0NPARTSBAG,2021-01-21,500.0
995,EP0CAST1618DB,2021-01-21,1.0
996,GAW1122029,2021-01-21,-1.0
997,KB27123,2021-01-21,1.0
998,KPC3-480-325,2021-01-21,2.0
999,MS20002C7,2021-01-21,46.0
1000,MS21250-07016,2021-01-21,48.0
1001,MS28775-143,2021-01-21,1.0
1002,MS29513-027,2021-01-21,19.0
1003,NAS1149D0663J,2021-01-21,-2.0
1004,NAS1612-4,2021-01-21,4.0
1005,NAS1612-6A,2021-01-21,1.0
1006,PL32M,2021-01-21,1.0
1007,PLT15IC,2021-01-21,300.0
1008,PLT2MC,2021-01-21,200.0
1009,PLT2MM,2021-01-21,200.0
1010,PS870B2,2021-01-21,1.0
1011,SKYDR0L500B4,2021-01-21,4.0
1012,108-2,2021-01-22,25.0
1013,1090-06,2021-01-22,2.0
1014,140N2022-1,2021-01-22,2.0
1015,285N0414-119,2021-01-22,1.0
1016,33M100,2021-01-22,1.0
1017,425L,2021-01-22,1.0
1018,44066WE,2021-01-22,50.0
1019,684-4-33,2021-01-22,1.0
1020,69B47961-2,2021-01-22,1.0
1021,720752-14WE,2021-01-22,1.0
1022,740001,2021-01-22,1.0
1023,740007,2021-01-22,2.0
1024,989803139261,2021-01-22,4.0
1025,A35859,2021-01-22,1.0
1026,AS3208-02,2021-01-22,1.0
1027,AS43003-908,2021-01-22,47.0
1028,BAC7363AF,2021-01-22,5.0
1029,BACB30MY5K5,2021-01-22,4.0
1030,BACB30NW8K6,2021-01-22,5.0
1031,BACN10JR3F,2021-01-22,225.0
1032,BACN10KE3B2CD,2021-01-22,1.0
1033,BACN10KE3E2CD,2021-01-22,30.0
1034,BACN11Z4CD,2021-01-22,-2.0
1035,BACP11K4,2021-01-22,1.0
1036,BACR15GF6D5,2021-01-22,8.0
1037,BACW10BP4DP,2021-01-22,-2.0
1038,BMS3-32TYPE1,2021-01-22,20.0
1039,BMS3-33,2021-01-22,2.0
1040,BMS5-133TYPEII,2021-01-22,25.0
1041,C28-15,2021-01-22,15.0
1042,CS223-104,2021-01-22,1.0
1043,FN510041182,2021-01-22,1.0
1044,GREASE33TUBE,2021-01-22,2.0
1045,K8833,2021-01-22,2.0
1046,LJ75011,2021-01-22,1.0
1047,LJ75510,2021-01-22,1.0
1048,LK76708,2021-01-22,3.0
1049,M5070A,2021-01-22,1.0
1050,MS21043-4,2021-01-22,2.0
1051,MS28778-6,2021-01-22,1.0
1052,MS9385-07,2021-01-22,2.0
1053,NAS1805-4N,2021-01-22,-2.0
1054,RTV106,2021-01-22,1.0
1055,BACB30MY6K3,2021-01-23,50.0
1056,BACB30NX6K2X,2021-01-23,60.0
1057,BACB30NX6K4X,2021-01-23,10.0
1058,BACB30NX6K5X,2021-01-23,10.0
1059,BACB30NX6K6X,2021-01-23,2.0
1060,BACC30M6,2021-01-23,50.0
1061,BACR13CF2A,2021-01-23,1.0
1062,BACR13CG2A,2021-01-23,1.0
1063,NAS1612-6A,2021-01-23,2.0
1064,BMS3-23TYIICL2,2021-01-24,1.0
1065,C0RBAN23AER0S0L,2021-01-24,1.0
1066,F15T8WW,2021-01-24,2.0
1067,F30T12WWRS,2021-01-24,1.0
1068,F72T12CWH0,2021-01-24,2.0
1069,LPS3-AER0SOL,2021-01-24,1.0
1070,10P4-2,2021-01-25,1.0
1071,11-10638,2021-01-25,1.0
1072,1132,2021-01-25,6.0
1073,122-11124-1A,2021-01-25,2.0
1074,140N2022-1,2021-01-25,1.0
1075,16700,2021-01-25,1.0
1076,290FR3,2021-01-25,2.0
1077,301-1-4HARD032,2021-01-25,1.0
1078,350650,2021-01-25,3.0
1079,414N3300-1C,2021-01-25,15.0
1080,425L,2021-01-25,6.0
1081,43-025,2021-01-25,1.0
1082,44066WE,2021-01-25,6.0
1083,654T0035-23,2021-01-25,2.0
1084,65-5930138,2021-01-25,24.0
1085,65-5930150,2021-01-25,6.0
1086,684-4-33,2021-01-25,1.0
1087,720752-14WE,2021-01-25,1.0
1088,73-00015-00005,2021-01-25,-1.0
1089,73-00015-10005,2021-01-25,-1.0
1090,856504-2,2021-01-25,1.0
1091,8663DL18,2021-01-25,216.0
1092,AS3208-02,2021-01-25,1.0
1093,AS3208-05,2021-01-25,1.0
1094,AS43003-908,2021-01-25,3.0
1095,AS43013-154,2021-01-25,2.0
1096,B2007Y054C,2021-01-25,1.0
1097,BAC1522398-7427,2021-01-25,10.0
1098,BAC70835,2021-01-25,4.0
1099,BACB10HS07RTBC22,2021-01-25,2.0
1100,BACB30NW6K3X,2021-01-25,9.0
1101,BACB30NW6K4X,2021-01-25,7.0
1102,BACB30NW6K5X,2021-01-25,2.0
1103,BACB30NW8K5,2021-01-25,4.0
1104,BACB30NZ6K5,2021-01-25,14.0
1105,BACC10DK6,2021-01-25,2.0
1106,BACC30AC10,2021-01-25,3.0
1107,BACC30R6,2021-01-25,5.0
1108,BACR13CG2A,2021-01-25,1.0
1109,BACR13CG2AB,2021-01-25,1.0
1110,BACR15GF6D6,2021-01-25,3.0
1111,BACS12GU3K8,2021-01-25,4.0
1112,BACW10BP5CD,2021-01-25,1.0
1113,BCREF167290,2021-01-25,2.0
1114,BMS3-33,2021-01-25,10.0
1115,C30001,2021-01-25,1.0
1116,CR3213-6-03,2021-01-25,300.0
1117,CR3523-6-3,2021-01-25,100.0
1118,CR3523-6-5,2021-01-25,20.0
1119,CR3523-6-6,2021-01-25,10.0
1120,CR4H,2021-01-25,200.0
1121,D75D70522-111,2021-01-25,1.0
1122,DC4,2021-01-25,1.0
1123,GRAY1994-7,2021-01-25,20.0
1124,GREASE33TUBE,2021-01-25,10.0
1125,KB27123,2021-01-25,1.0
1126,KR0IL,2021-01-25,3.0
1127,L0CKWIRE032,2021-01-25,2.0
1128,MARWEAR BLACK XXL,2021-01-25,20.0
1129,MIL-PRF-6085,2021-01-25,1.0
1130,MS28778-5,2021-01-25,1.0
1131,MS90362-3,2021-01-25,1.0
1132,N140N2138-1,2021-01-25,2.0
1133,NAS1149D0316H,2021-01-25,4.0
1134,NAS8702-2,2021-01-25,14.0
1135,P629-3,2021-01-25,3.0
1136,QA03963WE,2021-01-25,1.0
1137,RTV174,2021-01-25,3.0
1138,S700C0762,2021-01-25,1.0
1139,S8990-608,2021-01-25,1.0
1140,TA025028-16,2021-01-25,7.0
1141,W45655,2021-01-25,1.0
1142,YA211-25,2021-01-25,1.0
1143,0000565,2021-01-26,50.0
1144,012N8957-40,2021-01-26,25.0
1145,100806-1,2021-01-26,1.0
1146,10-61334-8,2021-01-26,2.0
1147,11-10638,2021-01-26,1.0
1148,2793350-101,2021-01-26,1.0
1149,33M100,2021-01-26,2.0
1150,387,2021-01-26,100.0
1151,414N3300-1C,2021-01-26,2.0
1152,4551,2021-01-26,1.0
1153,46365A87,2021-01-26,2.0
1154,612V59-0010-2,2021-01-26,0.0
1155,684-4-33,2021-01-26,8.0
1156,7513128,2021-01-26,3.0
1157,7515128,2021-01-26,1.0
1158,7553276,2021-01-26,5.0
1159,AS43003-906,2021-01-26,1.0
1160,AS43013-154,2021-01-26,2.0
1161,ATRIX,2021-01-26,6.0
1162,BAC27NCT0166,2021-01-26,1.0
1163,BAC70835,2021-01-26,4.0
1164,BACB30NW6K5X,2021-01-26,10.0
1165,BACB30NW6K6X,2021-01-26,12.0
1166,BACB30NW6K7X,2021-01-26,12.0
1167,BACB30NW6K8X,2021-01-26,12.0
1168,BACB30NX6K3X,2021-01-26,20.0
1169,BACB30NX6K4X,2021-01-26,20.0
1170,BACB30NX6K5X,2021-01-26,80.0
1171,BACB30NX6K6X,2021-01-26,20.0
1172,BACB30NX6K7X,2021-01-26,15.0
1173,BACB30NX6K8X,2021-01-26,10.0
1174,BACB30VF3K4,2021-01-26,6.0
1175,BACC10DK5,2021-01-26,-5.0
1176,BACC30M10,2021-01-26,1.0
1177,BACC30M12,2021-01-26,2.0
1178,BACJ40A20-8,2021-01-26,5.0
1179,BACN10JC4CD,2021-01-26,2.0
1180,BACN10YR4CD,2021-01-26,2.0
1181,BACR13CF2A,2021-01-26,1.0
1182,BACR13CG2A,2021-01-26,-1.0
1183,BACR13CG2AB,2021-01-26,-1.0
1184,BACR15FV6KE4,2021-01-26,3.0
1185,BACS12CK3-8,2021-01-26,10.0
1186,BACS21EE18R,2021-01-26,10.0
1187,BACW10X4,2021-01-26,50.0
1188,BMS3-35,2021-01-26,1.0
1189,BRH30C4D,2021-01-26,2.0
1190,C28-15,2021-01-26,20.0
1191,CG1305AB,2021-01-26,1.0
1192,CIET22D01,2021-01-26,30.0
1193,CR3213-5-03,2021-01-26,41.0
1194,CR3523-6-4,2021-01-26,54.0
1195,CR3523-6-5,2021-01-26,3.0
1196,CR4H,2021-01-26,200.0
1197,CS223-104,2021-01-26,1.0
1198,DAPC02100,2021-01-26,1.0
1199,E01002531511525,2021-01-26,25.0
1200,E01005001011525,2021-01-26,25.0
1201,E05802531511525,2021-01-26,25.0
1202,E05805031511525,2021-01-26,25.0
1203,HLX64621,2021-01-26,2.0
1204,K8833,2021-01-26,-1.0
1205,KB1087,2021-01-26,2.0
1206,L0CTITE51094,2021-01-26,4.0
1207,LJ76353,2021-01-26,1.0
1208,LOCTITE242,2021-01-26,1.0
1209,M02728,2021-01-26,1.0
1210,M25988-1-110,2021-01-26,-4.0
1211,M81969-14-03,2021-01-26,10.0
1212,M81969-39-01,2021-01-26,50.0
1213,MS21042L6,2021-01-26,1.0
1214,MS21141U0605P,2021-01-26,20.0
1215,MS21141U0606P,2021-01-26,3.0
1216,NAS1149D0416H,2021-01-26,10.0
1217,NAS1149DN832J,2021-01-26,4.0
1218,NAS1149F0363P,2021-01-26,20.0
1219,NAS1288-4W,2021-01-26,1.0
1220,NAS1352N08H10P,2021-01-26,4.0
1221,NAS1803-3B4C,2021-01-26,6.0
1222,NAS679A3W,2021-01-26,2.0
1223,NAS75-4-008,2021-01-26,1.0
1224,PLT3IM,2021-01-26,983.0
1225,Q4631,2021-01-26,1.0
1226,QA03963WE,2021-01-26,1.0
1227,SKYL0X,2021-01-26,50.0
1228,TURB0NYC0IL600,2021-01-26,24.0
1229,001037,2021-01-27,26.0
1230,025-050-012,2021-01-27,4.0
1231,025-050-12,2021-01-27,4.0
1232,10-60754-278,2021-01-27,8.0
1233,10-60754-319,2021-01-27,10.0
1234,16202-022,2021-01-27,4.0
1235,16202-025,2021-01-27,4.0
1236,16202-027,2021-01-27,4.0
1237,16700,2021-01-27,1.0
1238,2024T3-063,2021-01-27,4.0
1239,2-132N602-70,2021-01-27,4.0
1240,340121020,2021-01-27,4.0
1241,34265-8,2021-01-27,-4.0
1242,3M77,2021-01-27,1.0
1243,425L,2021-01-27,3.0
1244,4812-105,2021-01-27,4.0
1245,4812-107,2021-01-27,8.0
1246,4812-141,2021-01-27,4.0
1247,4812-155,2021-01-27,4.0
1248,4812-174-20,2021-01-27,4.0
1249,4812-200,2021-01-27,4.0
1250,4812-25-1,2021-01-27,3.0
1251,4812-31,2021-01-27,32.0
1252,4812-70,2021-01-27,4.0
1253,5103-30Z,2021-01-27,2.0
1254,684-4-33,2021-01-27,10.0
1255,740001,2021-01-27,2.0
1256,740007,2021-01-27,2.0
1257,8636-40,2021-01-27,1.0
1258,AS43003-908,2021-01-27,3.0
1259,BACB30MY6K8,2021-01-27,0.0
1260,BACB30NM3K3,2021-01-27,1.0
1261,BACB30NW6K3,2021-01-27,10.0
1262,BACB30NW6K3X,2021-01-27,10.0
1263,BACB30NW6K4,2021-01-27,40.0
1264,BACB30NW6K4X,2021-01-27,30.0
1265,BACB30NX6K2X,2021-01-27,60.0
1266,BACB30NX6K3X,2021-01-27,20.0
1267,BACB30NX6K4X,2021-01-27,40.0
1268,BACB30NX6K6X,2021-01-27,6.0
1269,BACB30NX6K8X,2021-01-27,0.0
1270,BACC10DK4,2021-01-27,2.0
1271,BACC10GU103,2021-01-27,2.0
1272,BACC30M10,2021-01-27,-1.0
1273,BACC30M12,2021-01-27,6.0
1274,BACC30M6,2021-01-27,100.0
1275,BACN10JR3F,2021-01-27,55.0
1276,BACN11AG4,2021-01-27,166.0
1277,BACP18BC01A06P,2021-01-27,4.0
1278,BACS21EE18R,2021-01-27,20.0
1279,BACW10BP4CD,2021-01-27,5.0
1280,BHV7091L,2021-01-27,200.0
1281,BHV7093L,2021-01-27,30.0
1282,BMS3-33,2021-01-27,11.0
1283,BSH10285D,2021-01-27,144.0
1284,CG1305AB,2021-01-27,1.0
1285,CR3213-4-04,2021-01-27,100.0
1286,CR3213-4-4,2021-01-27,100.0
1287,CR3213-6-03,2021-01-27,100.0
1288,CS223-104,2021-01-27,3.0
1289,FHR8-2,2021-01-27,-3.0
1290,GREASE33TUBE,2021-01-27,11.0
1291,KB1087,2021-01-27,2.0
1292,KB27122,2021-01-27,2.0
1293,KB27123,2021-01-27,1.0
1294,KR0IL,2021-01-27,3.0
1295,LJ76102,2021-01-27,5.0
1296,MS21141U0605P,2021-01-27,5.0
1297,MS29513-027,2021-01-27,1.0
1298,MS51957-53,2021-01-27,24.0
1299,NAS1611-153A,2021-01-27,1.0
1300,NAS1612-6A,2021-01-27,2.0
1301,NAS8702-2,2021-01-27,6.0
1302,PLT3IM,2021-01-27,317.0
1303,PR1776MB2-60Z,2021-01-27,3.0
1304,RTV106,2021-01-27,2.0
1305,SDI16202-020,2021-01-27,4.0
1306,SKYDR0L500B4,2021-01-27,6.0
1307,SL4093-14,2021-01-27,-7.0
1308,TURB0NYC0IL600,2021-01-27,24.0
1309,100806-1,2021-01-28,1.0
1310,10-61978BCTE,2021-01-28,1.0
1311,149N6016-36,2021-01-28,1.0
1312,16335,2021-01-28,1.0
1313,216-20018,2021-01-28,1.0
1314,2602195,2021-01-28,1.0
1315,27620-20629,2021-01-28,1.0
1316,365-3422,2021-01-28,72.0
1317,44066WE,2021-01-28,-2.0
1318,654T0035-23,2021-01-28,-1.0
1319,65-5930150,2021-01-28,6.0
1320,68-1448,2021-01-28,4.0
1321,68-269,2021-01-28,1.0
1322,684-4-33,2021-01-28,-1.0
1323,7075-0-071,2021-01-28,3.0
1324,740A20-10,2021-01-28,1.0
1325,75425A81,2021-01-28,2.0
1326,808298,2021-01-28,1.0
1327,863045-09,2021-01-28,2.0
1328,AS43003-908,2021-01-28,-2.0
1329,BACB30NM3K4,2021-01-28,5.0
1330,BACB30NM3K6,2021-01-28,29.0
1331,BACB30NW6K6X,2021-01-28,3.0
1332,BACB30NW6K6Y,2021-01-28,1.0
1333,BACB30NW8K4,2021-01-28,15.0
1334,BACB30NW8K6,2021-01-28,3.0
1335,BACB30NW8K8,2021-01-28,18.0
1336,BACB30NX6K7X,2021-01-28,5.0
1337,BACB30VF4K5,2021-01-28,1.0
1338,BACC30AC6,2021-01-28,30.0
1339,BACC30M12,2021-01-28,8.0
1340,BACC30M6,2021-01-28,441.0
1341,BACC30M8,2021-01-28,35.0
1342,BACN10YR3CD,2021-01-28,2.0
1343,BACR15BA6D16C,2021-01-28,1.0
1344,BACW10BP5APU,2021-01-28,10.0
1345,BACW10BP5CD,2021-01-28,10.0
1346,BMS5-63TY2CLB1-2,2021-01-28,1.0
1347,BSH10285D,2021-01-28,90.0
